timestamp,algorithm,dataset,model,seed,num_clients,fraction,local_epochs,batch_size,lr,rounds,best_test_accuracy,final_test_accuracy,final_test_loss,log_file,plot_file,watermark_set_size,best_watermark_accuracy,final_watermark_accuracy,total_watermark_retrain_epochs
20260630_105800,FedAvg,MNIST,waffle_mnist_l5_strict,0,100,0.1,1,50,0.1,250,99.13,99.12,0.029653097775252536,D:\论文-联邦学习\联邦学习代码\experiments\waffle_strict_mnist_l5_pattern_iid_seed0\FedAvg_run1_20260630_105800.txt,D:\论文-联邦学习\联邦学习代码\experiments\waffle_strict_mnist_l5_pattern_iid_seed0\FedAvg_run1_20260630_105800_results.png,100,100.0,99.0,32
