timestamp,algorithm,mu,seed,num_clients,clients_per_round,local_epochs,batch_size,lr,rounds,best_test_accuracy,final_test_accuracy,final_test_loss,log_file,plot_file
20260608_185213,FedProx,0.01,0,1000,10,20,10,0.03,2,55.2,55.2,1.6319811349868774,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_185213.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_185213_results.png
20260608_185329,FedProx,0.01,0,1000,10,20,10,0.03,200,90.0,89.83,0.35696431415574625,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_185329.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_185329_results.png
20260608_191435,FedProx,0.01,0,1000,10,20,10,0.03,200,90.0,89.83,0.35696431415574625,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_191435.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260608_191435_results.png
20260609_110603,FedProx,FedProx (MLSys 2020),MNIST_FEDPROX,mnist_logistic,0,1000,fixed,,10,20,,10,,,0.03,1.0,200,90.0,89.83,0.35696431415574625,,,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260609_110603.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260609_110603_results.png,0.01
20260610_203230,FedProx,FedProx (MLSys 2020),MNIST_FEDPROX,mnist_logistic,0,1000,fixed,,0.0,10,20,,10,,,0.01,1.0,1,30.9,30.9,2.0550190353393556,,,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260610_203230.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260610_203230_results.png,0.01
20260611_142153,FedProx,FedProx (MLSys 2020),MNIST_FEDPROX,mnist_logistic,0,1000,fixed,,0.0,10,20,,10,,,0.01,1.0,200,90.3,89.4,0.34506953290104864,,,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260611_142153.txt,D:\论文-联邦学习\联邦学习代码\experiments\fedprox_mnist\FedProx_run1_20260611_142153_results.png,0.01
