timestamp,algorithm,dataset,model,seed,num_clients,fraction,local_epochs,batch_size,lr,rounds,best_test_accuracy,final_test_accuracy,final_test_loss,log_file,plot_file,watermark_set_size,best_watermark_accuracy,final_watermark_accuracy,total_watermark_retrain_epochs
20260630_104346,FedAvg,MNIST,mnist_l5,0,100,0.1,1,50,0.1,250,99.15,99.08,0.02824359846081643,D:\论文-联邦学习\联邦学习代码\experiments\waffle_mnist_l5_pattern_iid_seed0\FedAvg_run1_20260630_104346.txt,D:\论文-联邦学习\联邦学习代码\experiments\waffle_mnist_l5_pattern_iid_seed0\FedAvg_run1_20260630_104346_results.png,100,100.0,100.0,28
