timestamp,algorithm,model,seed,num_clients,fraction,local_epochs,batch_size,lr,server_momentum_beta,effective_lr,alpha,best_test_accuracy,final_test_accuracy,final_test_loss,log_file,plot_file,model_file,watermark_set_size,best_watermark_accuracy,final_watermark_accuracy,total_watermark_retrain_epochs
20260630_174930,FedAvg,waffle_cifar_vgg16_strict,0,100,0.1,1,64,0.0005,0.0,0.0005,0.5,76.78,76.6,0.671645666217804,D:\论文-联邦学习\联邦学习代码\experiments\waffle_strict_cifar10_vgg16_cwaffle_iid_seed0\FedAvg_run1_20260630_174930.txt,D:\论文-联邦学习\联邦学习代码\experiments\waffle_strict_cifar10_vgg16_cwaffle_iid_seed0\FedAvg_run1_20260630_174930_results.png,D:\论文-联邦学习\联邦学习代码\experiments\waffle_strict_cifar10_vgg16_cwaffle_iid_seed0\FedAvg_run1_20260630_174930_final_model.pt,100,100.0,99.0,17
